ID	UNNAMED	ORP	ORF	ORT	PHM	PHT	IPA	TRA	CONCEPT	CSA	SRC	REF	COA	EML_(AUTEUR)	EMF_(AUTEUR)	EMT_(AUTEUR)	EML_(SAISIE)	EMF_(SAISIE)	EMT_(SAISIE)	CGR	DV	TOKENS	DOCULECT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT	COGIDS	STRUCTURE	PATTERNS
2106	178	178	2	eiruba			eiɾuβa	abelha	bee	OL: Cf. <eíra>.	2	54										e i ɾ u β a	Tupinamba	7 7 5 7 3 7	XYBYBZ	EIRYBA	3	3.E.V 3.I.V 3.R.C 3.Y.V 3.B.C 3.A.V	1.5 1.3 1.75 1.3 1.75 0.8	0	279	e i ɾ u β a	279	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
4	262	0	0		aiɾaʃi		aiɾaʃi		before													a i ɾ a ʃ i	Omagua	7 7 5 7 3 7	XYBYBZ	AIRASI	2	2.A.V 2.I.V 2.R.C 2.A.V 2.S.C 2.I.V	1.5 1.3 1.75 1.3 1.75 0.8	0	283	a i ɾ a ʃ i	283	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
773	348	0	0	anan			anan	antes	before		9	30								Adv.		a n a n	Kokama	7 4 7 4	XBYN	ANAN	1	1.A.V 1.N.C 1.A.V 1.N.c	1.5 1.75 1.3 0.8	0	284	a n a n	284	c c c c	0/n 0/n 0/n 0/n
935	347	344	2	ɨmɨnua			ɨmɨnwa	antes	before		9	77								Adv.		ɨ m ɨ n w a	Kokama	7 4 7 4 6 7	XBYBCZ	IMINWA	1	1.I.V 1.M.C 1.I.V 1.N.C 1.W.C 1.A.V	1.5 1.75 1.3 1.75 1.5 0.8	0	281	ɨ m ɨ n w a	1355	c c c c c c	52-u>ɨ_lab/ɨ 12-gen_m/m 52-u>ɨ_lab/ɨ 115-2/n 77-3/w 26-nas_a/a
2944	392	392	1	ranhé			ɾaɲé	antes	before		2	138										ɾ a ɲ é	Tupinamba	5 7 4 7	AXBZ	RANE	3	3.R.C 3.A.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	0	282	ɾ a ɲ é	282	c c c c	0/n 0/n 0/n 0/n
710	699	0	0		yupuni		jupuni		begin (v.) (trans, comp)													j u p u n i	Omagua	6 7 1 7 4 7	AXBYBZ	JYPYNI	2	2.J.C 2.Y.V 2.P.C 2.Y.V 2.N.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	285	j u p u n i	285	c c c c c c	15-gen_j/j 5-gen_u/u 6-gen_p/p 5-gen_u/u 18-gen_n/n 8-gen_i/i
1599	1014	0	0	yupuni			jupuni	comenzar	begin (v.) (trans, comp)		9	273								V.		j u p u n i	Kokama	6 7 1 7 4 7	AXBYBZ	JYPYNI	1	1.J.C 1.Y.V 1.P.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	285	j u p u n i	285	c c c c c c	15-gen_j/j 5-gen_u/u 6-gen_p/p 5-gen_u/u 18-gen_n/n 8-gen_i/i
3243	1252	0	0	ypyrunga			ɨpɨɾuNa	começar	begin (v.) (trans, comp)		2	166								tr.		ɨ p ɨ ɾ u ɴ a	Tupinamba	7 1 7 5 7 4 7	XBYBYBZ	IPIRYNA	3	3.I.V 3.P.C 3.I.V 3.R.C 3.Y.V 3.N.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	286	ɨ p ɨ ɾ u ɴ a	286	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
3241	1251	804	2	ypy			ɨpɨ	princípio	beginning		2	165										ɨ p ɨ	Tupinamba	7 1 2007	XBZ	IPI	3	3.I.V 3.P.C 3.I.V	1.5 1.75 0.8	0	287	ɨ p ɨ - - - - - -	287	c c c	9-gen_ɨ/ɨ 6-gen_p/p 9-gen_ɨ/ɨ 2-157/Ø 2-157/Ø 2-157/Ø 2-157/Ø 2-157/Ø 2-157/Ø
3244	594	0	0	ypyrungaba			ɨpɨɾuNaβa	princípio	beginning		2	166										ɨ p ɨ ɾ u ɴ a β a	Tupinamba	7 1 7 5 7 4 7 3 7	XBYBYBYBZ	IPIRYNABA	3	3.I.V 3.P.C 3.I.V 3.R.C 3.Y.V 3.N.C 3.A.V 3.B.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	287	ɨ p ɨ ɾ u ɴ a β a	287	c c c c c c c c c	9-gen_ɨ/ɨ 6-gen_p/p 9-gen_ɨ/ɨ 2-157/Ø 2-157/Ø 2-157/Ø 2-157/Ø 2-157/Ø 2-157/Ø
3174	1693	431	5	yba			ɨβa	princípio, origem	beginning, origin		2	160										ɨ β a	Tupinamba	7 3 2007	XBZ	IBA	3	3.I.V 3.B.C 3.A.V	1.5 1.75 0.8	0	288	ɨ β a	288	c c c	0/n 0/n 0/n
1830	393	0	0	aquypuéri			akɨpʷéɾi	atrás de; detrás de	behind		2	34									(t)	t a k ɨ pʷ é ɾ i	Tupinamba	7 1 7 1 7 5 7	XBYBYBZ	AKIPERI	3	3.A.V 3.K.C 3.I.V 3.P.C 3.E.V 3.R.C 3.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	289	- t a k ɨ pʷ é ɾ i	33	c c c c c c c c	69-6/- 92-2/ts 1-gen_a/a 4-gen_k/k 93-3/a 63-6/p 131-1/ɨ 3-gen_ɾ/ɾ 72-3/ɨ
1300	1144		1	tsakapɨrɨ ~ tsapakɨrɨ			tsakapɨɾɨ	detrás de algo, alguien	behind something, someone	OL: Also /tsapakɨɾɨ/	9	202								Adv.		ts a k a p ɨ ɾ ɨ	Kokama	2 7 1 7 1 7 5 7	AXBYBYBZ	CAKAPIRI	1	1.C.C 1.A.V 1.K.C 1.A.V 1.P.C 1.I.V 1.R.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	290	- ts a k a p ɨ ɾ ɨ	33	c c c c c c c c	69-6/- 92-2/ts 1-gen_a/a 4-gen_k/k 93-3/a 63-6/p 131-1/ɨ 3-gen_ɾ/ɾ 72-3/ɨ
2091	832	832	1	ecó			ekó	ser	being (n.)		2	53	infin. de icó							subst.		e k ó	Tupinamba	7 1 2007	XBZ	EKU	3	3.E.V 3.K.C 3.U.V	1.5 1.75 0.8	0	291	e k ó	291	c c c	0/n 0/n 0/n
1315	1147	869	1	tsapiari			tsapjaɾi	creer	believe		9	207								V.		ts a p j a ɾ i	Kokama	2 7 1 6 7 5 7	AXBCYBZ	CAPJARI	1	1.C.C 1.A.V 1.P.C 1.J.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	292	ts a p j a ɾ i	292	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
385	583	583	1		sapiaɾi		sapiaɾi	believe	believe (trans, comp)													s a p i a ɾ i	Omagua	3 7 1 7 7 5 7	AXBYYBZ	SAPIARI	2	2.S.C 2.A.V 2.P.C 2.I.V 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	294	s a p i a ɾ i	294	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2953	1036	0	0	robiara			ɾoβiaɾa	crer, acreditar em	believe (trans, comp)		2	140								tr.		ɾ o β i a ɾ a	Tupinamba	5 7 3 7 7 5 7	AXBYYBZ	RUBIARA	3	3.R.C 3.U.V 3.B.C 3.I.V 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	293	ɾ o β i a ɾ a	293	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
439	28	0	0		sɪwɪka		sɪwɪka	stomach, belly	belly													s ɪ w ɪ k a	Omagua	3 7 6 7 1 7	AXBYBZ	SIWIKA	2	2.S.C 2.I.V 2.W.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	295	s ɪ w ɪ k a	295	c c c c c c	11-deaffric/ts 19-gen_e/e 17-b>w/w 19-gen_e/e 4-gen_k/k 1-gen_a/a
1350	36	36	1	tseweka			tseweka	barriga, vientre	belly		9	214								N.		ts e w e k a	Kokama	2 7 6 7 1 7	AXBYBZ	CEWEKA	1	1.C.C 1.E.V 1.W.C 1.E.V 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	295	ts e w e k a	295	c c c c c c	11-deaffric/ts 19-gen_e/e 17-b>w/w 19-gen_e/e 4-gen_k/k 1-gen_a/a
1657	1328	44	3	acapé			akapé	ventre, barriga	belly		2	21									(t)	a k a p é	Tupinamba	7 1 7 1 7	XBYBZ	AKAPE	3	3.A.V 3.K.C 3.A.V 3.P.C 3.E.V	1.5 1.75 1.3 1.75 0.8	1	297	a k a p é	297	c c c c c	0/n 0/n 0/n 0/n 0/n
3227	42	42	1	ygué			ɨgʷé	barriga, ventre	belly		2	164									(t)	ɨ gʷ é	Tupinamba	7 1 2007	XBZ	IKE	3	3.I.V 3.K.C 3.E.V	1.5 1.75 0.8	0	296	ɨ gʷ é	296	c c c	0/n 0/n 0/n
1712	43	0	0	ambé			ambé	barriga (a parte entre os quadris)	belly (the part between the hips)		2	26									(t)	a mb é	Tupinamba	7 4 1 7	XMBZ	AMPE	3	3.A.V 3.M.c 3.P.C 3.E.V	1.5 1.1 1.75 0.8	0	298	a mb é	298	c c c	0/n 0/n 0/n
290	35	0	0		mɨɾua		mɨɾua		belly button													m ɨ ɾ u a	Omagua	4 7 5 7 7	AXBYZ	MIRYA	2	2.M.C 2.I.V 2.R.C 2.Y.V 2.A.V	2.0 1.5 1.75 1.3 0.8	0	299	m ɨ ɾ u - a	299	c c c c c	101-2/m 52-u>ɨ_lab/ɨ 3-gen_ɾ/ɾ 44-u>w/w 13-glott_loss/- 26-nas_a/a
1116	45	0	0	mɨrua ~ mɨra			mɨɾwa	ombligo	belly button	OL: Also /mɨɾa/	9	137								N.		m ɨ ɾ w a	Kokama	4 7 5 6 7	AXBCZ	MIRWA	1	1.M.C 1.I.V 1.R.C 1.W.C 1.A.V	2.0 1.5 1.75 1.5 0.8	0	299	m ɨ ɾ w - a	299	c c c c c	101-2/m 52-u>ɨ_lab/ɨ 3-gen_ɾ/ɾ 44-u>w/w 13-glott_loss/- 26-nas_a/a
2856	56	56	1	puruã			puɾuʔã	umbigo	belly button		2	132										p u ɾ u ʔ ã	Tupinamba	1 7 5 7 1 7	AXBYBZ	PYRYHA	3	3.P.C 3.Y.V 3.R.C 3.Y.V 3.H.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	300	p u ɾ u ʔ ã	299	c c c c c c	101-2/m 52-u>ɨ_lab/ɨ 3-gen_ɾ/ɾ 44-u>w/w 13-glott_loss/- 26-nas_a/a
2707	732	732	2	pepyra			pepɨɾa	envergar	bend (trans)		2	122								tr.		p e p ɨ ɾ a	Tupinamba	1 7 1 7 5 7	AXBYBZ	PEPIRA	3	3.P.C 3.E.V 3.P.C 3.I.V 3.R.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	301	p e p ɨ ɾ a	301	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
1773	1352	929	1	aparara			apaɾaɾa	vergar	bend, curve		2	30										a p a ɾ a ɾ a	Tupinamba	7 1 7 5 7 5 7	XBYBYBZ	APARARA	3	3.A.V 3.P.C 3.A.V 3.R.C 3.A.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	302	a p a ɾ a ɾ a	302	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
1969	734	734	1	candura			kanduɾa	torto, corcovado	bent, humped		2	44										k a nd u ɾ a	Tupinamba	1 7 4 1 7 5 7	AXMBYBZ	KANTYRA	3	3.K.C 3.A.V 3.N.c 3.T.C 3.Y.V 3.R.C 3.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	303	k a nd u ɾ a	303	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
642	433	0	0		yapaɾa		japaɾa		bent, twisted													j + a p a ɾ a	Omagua	6 7 1 7 5 7	AXBYBZ	JAPARA	2	2.J.C 2.A.V 2.P.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	304	j + a p a ɾ a	266 304	c + c c c c c	15-gen_j/j + 1-gen_a/a 6-gen_p/p 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
1770	736	736	1	apara			apaɾa	tôrto, entrevado	bent, twisted		2	30										a p a ɾ a	Tupinamba	7 1 7 5 7	XBYBZ	APARA	3	3.A.V 3.P.C 3.A.V 3.R.C 3.A.V	1.5 1.75 1.3 1.75 0.8	0	304	a p a ɾ a	304	c c c c c	1-gen_a/a 6-gen_p/p 1-gen_a/a 3-gen_ɾ/ɾ 1-gen_a/a
1781	737	0	0	apẽ			apẽ	torto, as tortas	bent, twisted		2	30										a p ẽ	Tupinamba	7 1 2007	XBZ	APE	3	3.A.V 3.P.C 3.E.V	1.5 1.75 0.8	0	306	a p ẽ	306	c c c	0/n 0/n 0/n
1908	733	733	1	banga			βaŋa	torto, virado	bent, twisted		2	40										β a ŋ a	Tupinamba	3 7 4 7	AXBZ	BANA	3	3.B.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	0	305	β a ŋ a	305	c c c c	0/n 0/n 0/n 0/n
221	434	0	0		kunawaɾa		kunawaɾa	shoot poorly adv., ZJO: e.g., bullet enters animal at wrong angle	bent, twisted@													k u n a w a ɾ a	Omagua	1 7 4 7 6 7 5 7	AXBYBYBZ	KYNAWARA	2	2.K.C 2.Y.V 2.N.C 2.A.V 2.W.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	307	k u n a w a ɾ a	307	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
2490	1538	842	2	mondarõ ~ mundarõ			mondaɾõ	trair	betray	OL: Also /mundaɾõ/	2	97, 104	[suí] [o cônjuge]									m o nd a ɾ õ	Tupinamba	4 7 4 1 7 5 7	AXMBYBZ	MUNTARU	3	3.M.C 3.U.V 3.N.c 3.T.C 3.A.V 3.R.C 3.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	308	m o nd a ɾ õ	308	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n
3147	609	609	1	urussu			uɾusu	grande e grosso	big and thick		2	158									(t)	u ɾ u s u	Tupinamba	7 5 7 3 7	XBYBZ	YRYSY	3	3.Y.V 3.R.C 3.Y.V 3.S.C 3.Y.V	1.5 1.75 1.3 1.75 0.8	0	309	u ɾ u s u	309	c c c c c	5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u 11-deaffric/ts 5-gen_u/u
3150	614	0	0	ussu			usu	grande e grosso	big and thick		2	158										u s u	Tupinamba	7 3 2007	XBZ	YSY	3	3.Y.V 3.S.C 3.Y.V	1.5 1.75 0.8	0	309	- - u s u	309	c c c	5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u 11-deaffric/ts 5-gen_u/u
311	385	0	0		nua		nua		big, large													n u a	Omagua	4 7 2007	AXZ	NYA	2	2.N.C 2.Y.V 2.A.V	2.0 1.5 0.8	0	310	n u a	310	c c c	18-gen_n/n 5-gen_u/u 1-gen_a/a
533	386	0	0		tua		tua		big, large													t u a	Omagua	1 7 2007	AXZ	TYA	2	2.T.C 2.Y.V 2.A.V	2.0 1.5 0.8	0	311	t u a	311	c c c	0/n 0/n 0/n
1141	529	0	0	nua			nua	ser grande	big, large		9	146	Generalmente se aplica a elementos inanimados que tienen como propiedad estática el ser grandes. Por ejemplo, una casa, un bote, una mesa.							V.		n u a	Kokama	4 7 2007	AXZ	NYA	1	1.N.C 1.Y.V 1.A.V	2.0 1.5 0.8	0	310	n u a	310	c c c	18-gen_n/n 5-gen_u/u 1-gen_a/a
3106	611	348	1	ubixaba			uβiʃaβa	grande, imenso	big, large													u β i ʃ a β a	Tupinamba	7 3 7 3 7 3 7	XBYBYBZ	YBISABA	3	3.Y.V 3.B.C 3.I.V 3.S.C 3.A.V 3.B.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	312	u β i ʃ a β a	312	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
2185	613	0	0	guassu			gʷasu	grande (e grosso)	big, large (and thick)		2	64										gʷ a s u	Tupinamba	1 7 3 7	AXBZ	KASY	3	3.K.C 3.A.V 3.S.C 3.Y.V	2.0 1.5 1.75 0.8	0	313	gʷ a s u	118	c c c c	38-gw>w/w 1-gen_a/a 11-deaffric/ts 5-gen_u/u
2087	610	0	0	eburussu			eβuɾusu	grande e grosso	big, large and thick		2	53									(s)	e β u ɾ u s u	Tupinamba	7 3 7 5 7 3 7	XBYBYBZ	EBYRYSY	3	3.E.V 3.B.C 3.Y.V 3.R.C 3.Y.V 3.S.C 3.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	314	e β u ɾ u s u	314	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
723	387	0	0		#NAME?		wasu	augmentative	big, large@													w a s u	Omagua	6 7 3 7	AXBZ	WASY	2	2.W.C 2.A.V 2.S.C 2.Y.V	2.0 1.5 1.75 0.8	0	315	w a s u	118	c c c c	38-gw>w/w 1-gen_a/a 11-deaffric/ts 5-gen_u/u
622	107	0	0		wɨɾa		wɨɾa		bird													w ɨ ɾ a	Omagua	6 7 5 7	AXBZ	WIRA	2	2.W.C 2.I.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	316	w ɨ ɾ a	316	c c c c	38-gw>w/w 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 16-gen_a_tpn_stress/a
2191	150	0	0	güyrá			gʷɨɾá	ave, pássaro	bird		2	66										gʷ ɨ ɾ á	Tupinamba	1 7 5 7	AXBZ	KIRA	3	3.K.C 3.I.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	0	316	gʷ ɨ ɾ á	316	c c c c	38-gw>w/w 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 16-gen_a_tpn_stress/a
1500	151	0	0	wɨra			wɨɾa	pájaro, nombre genérico	bird, generic term		9	247								N.		w ɨ ɾ a	Kokama	6 7 5 7	AXBZ	WIRA	1	1.W.C 1.I.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	0	317	w ɨ ɾ a	316	c c c c	38-gw>w/w 9-gen_ɨ/ɨ 3-gen_ɾ/ɾ 16-gen_a_tpn_stress/a
683	108	0	0		yawasati		jawasati	gavilán	bird@													j a w a s a t i	Omagua	6 7 6 7 3 7 1 7	AXBYBYBZ	JAWASATI	2	2.J.C 2.A.V 2.W.C 2.A.V 2.S.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	318	j a w a s a t i	318	c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
200	680	0	0		kaɾuta		kaɾuta		bite (trans)													k a ɾ u + t a	Omagua	1 7 5 7 1 7	AXBYBZ	KARYTA	2	2.K.C 2.A.V 2.R.C 2.Y.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	319	k a ɾ u + t a	319 435	c c c c + c c	4-gen_k/k 1-gen_a/a 3-gen_ɾ/ɾ 5-gen_u/u + 7-gen_t/t 1-gen_a/a
1017	988	0	0	karuta			kaɾuta	morder	bite (trans)		9	98								V.		k a ɾ u + t a	Kokama	1 7 5 7 1 7	AXBYBZ	KARYTA	1	1.K.C 1.A.V 1.R.C 1.Y.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	319	k a ɾ u + t a	319 435	c c c c + c c	4-gen_k/k 1-gen_a/a 3-gen_ɾ/ɾ 5-gen_u/u + 7-gen_t/t 1-gen_a/a
3002	1207	0	0	suú			suʔú	morder	bite (trans)		2	146								tr.		s u ʔ ú	Tupinamba	3 7 1 7	AXBZ	SYHY	3	3.S.C 3.Y.V 3.H.C 3.Y.V	2.0 1.5 1.75 0.8	0	320	s u ʔ ú	320	c c c c	0/n 0/n 0/n 0/n
83	410	0	0		iɾawa		iɾawa	bitter from fermentation	bitter													i + ɾ a w a	Omagua	7 5 7 6 7	XBYBZ	IRAWA	2	2.I.V 2.R.C 2.A.V 2.W.C 2.A.V	1.5 1.75 1.3 1.75 0.8	0	321	i + ɾ a w a	212 321	c + c c c c	8-gen_i/i + 3-gen_ɾ/ɾ 48-o>a/a 17-b>w/w 1-gen_a/a
139	409	0	0		ɨpɨmuka		ɨpɨmuka		bitter													ɨ p ɨ m u k a	Omagua	7 1 7 4 7 1 7	XBYBYBZ	IPIMYKA	2	2.I.V 2.P.C 2.I.V 2.M.C 2.Y.V 2.K.C 2.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	322	ɨ p ɨ m u k a	322	c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
1649	665	0	0	aca			aka	amargo	bitter		2	20										a k a	Tupinamba	7 1 2007	XBZ	AKA	3	3.A.V 3.K.C 3.A.V	1.5 1.75 0.8	0	323	a k a	323	c c c	0/n 0/n 0/n
2952	664	0	0	roba			ɾoβa	amargo	bitter		2	139										ɾ o β a	Tupinamba	5 7 3 7	AXBZ	RUBA	3	3.R.C 3.U.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	0	321	ɾ o β a	321	c c c c	3-gen_ɾ/ɾ 48-o>a/a 17-b>w/w 1-gen_a/a
890	573	0	0	irawa			iɾawa	ser amargo o volverse amargo por la fermentación	bitter, become bitter from fermentation		9	66								V.		i + ɾ a w a	Kokama	7 5 7 6 7	XBYBZ	IRAWA	1	1.I.V 1.R.C 1.A.V 1.W.C 1.A.V	1.5 1.75 1.3 1.75 0.8	0	324	i + ɾ a w a	212 321	c + c c c c	8-gen_i/i + 3-gen_ɾ/ɾ 48-o>a/a 17-b>w/w 1-gen_a/a
454	245	0	0		suni		suni		black													s + u n i	Omagua	3 7 4 7	AXBZ	SYNI	2	2.S.C 2.Y.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	0	325	s + u n i	952 325	c + c c c	23-deaffric_i/tʃ + 5-gen_u/u 18-gen_n/n 21-fin_i_a/i
1378	318	0	0	tsuni			tsuni	ser negro	black		9	219								V.		ts + u n i	Kokama	2 7 4 7	AXBZ	CYNI	1	1.C.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	325	ts + u n i	952 325	c + c c c	23-deaffric_i/tʃ + 5-gen_u/u 18-gen_n/n 21-fin_i_a/i
3120	357	357	1	una			una	preto, negro	black		2	156									(t)	u n a	Tupinamba	7 4 2007	XBZ	YNA	3	3.Y.V 3.N.C 3.A.V	1.5 1.75 0.8	0	325	u n a	325	c c c	5-gen_u/u 18-gen_n/n 21-fin_i_a/i
1573	146	0	0	yawarapana			jawaɾapana	tigre negro. Lit. perro negro	black jaguar, lit. black dog		9	265								N.		j a w a ɾ a p a n a	Kokama	6 7 6 7 5 7 1 7 4 7	AXBYBYBYBZ	JAWARAPANA	1	1.J.C 1.A.V 1.W.C 1.A.V 1.R.C 1.A.V 1.P.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	326	j a w a ɾ a p a n a	326	c c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
1460	168	0	0	urupu			uɾupu	gallinazo negro. Coragyps atratus	black vulture, Coragyps atratus		9	232								N.		u ɾ u p u	Kokama	7 5 7 1 7	XBYBZ	YRYPY	1	1.Y.V 1.R.C 1.Y.V 1.P.C 1.Y.V	1.5 1.75 1.3 1.75 0.8	0	327	u ɾ u p u	327	c c c c c	5-gen_u/u 3-gen_ɾ/ɾ 5-gen_u/u 102-2/p 5-gen_u/u
419	450	0	0		sisaɨma		sisaɨma		blind													s i s a ɨ m a	Omagua	3 7 3 7 7 4 7	AXBYYBZ	SISAIMA	2	2.S.C 2.I.V 2.S.C 2.A.V 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	328	s i s a ɨ m a	166	c c c c c c c	70-6/tʃ 126-3/ɨ 70-6/tʃ 31-kok_simp/- 9-gen_ɨ/ɨ 12-gen_m/m 1-gen_a/a
832	642	0	0	chɨchɨma ~ chichima			tʃɨtʃɨma	ser ciego	blind	OL: Also /tʃitʃima/	9	51								V.		tʃ ɨ tʃ ɨ m a	Kokama	1 7 1 7 4 7	AXBYBZ	TITIMA	1	1.T.C 1.I.V 1.T.C 1.I.V 1.M.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	1	328	tʃ ɨ tʃ - ɨ m a	166	c c c c c c	70-6/tʃ 126-3/ɨ 70-6/tʃ 31-kok_simp/- 9-gen_ɨ/ɨ 12-gen_m/m 1-gen_a/a
449	59	0	0		suɨ		suɨ		blood													s + u ɨ	Omagua	3 7 2007	AXZ	SYI	2	2.S.C 2.Y.V 2.I.V	2.0 1.5 0.8	0	329	s + u - ɨ	952 329	c + c c	23-deaffric_i/tʃ + 5-gen_u/u 103-2/w 9-gen_ɨ/ɨ
1390	89	0	0	tsuwɨ			tsuwɨ	sangre	blood		9	222								N.		ts + u w ɨ	Kokama	2 7 6 7	AXBZ	CYWI	1	1.C.C 1.Y.V 1.W.C 1.I.V	2.0 1.5 1.75 0.8	0	329	ts + u w ɨ	952 329	c + c c c	23-deaffric_i/tʃ + 5-gen_u/u 103-2/w 9-gen_ɨ/ɨ
3107	91	0	0	ugüy			ugʷɨ	sangue	blood		2	155									(t)	u gʷ ɨ	Tupinamba	7 1 2007	XBZ	YKI	3	3.Y.V 3.K.C 3.I.V	1.5 1.75 0.8	0	330	u gʷ ɨ	329	c c c	5-gen_u/u 103-2/w 9-gen_ɨ/ɨ
2221	1465	746	3	jaba			jaβa	desabrochar	blossom, bloom		2	72										j a β a	Tupinamba	6 7 3 7	AXBZ	JABA	3	3.J.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	0	331	j a β a	331	c c c c	0/n 0/n 0/n 0/n
109	683	0	0		ɪpɪu		ɪpɪu	shingurar, soplar	blow (trans)													ɪ + p ɪ u	Omagua	7 1 7 7	XBYZ	IPIY	2	2.I.V 2.P.C 2.I.V 2.Y.V	1.5 1.75 1.3 0.8	0	334	ɪ + p ɪ - u	0 334	c + c c c	0/n + 6-gen_p/p 19-gen_e/e 32-15/- 5-gen_u/u
389	682	0	0		sapu		sapu	air, wind	blow (trans)													s a p u	Omagua	3 7 1 7	AXBZ	SAPY	2	2.S.C 2.A.V 2.P.C 2.Y.V	2.0 1.5 1.75 0.8	0	332	s a p u	332	c c c c	11-deaffric/ts 1-gen_a/a 6-gen_p/p 5-gen_u/u
1318	990	990	1	tsapu			tsapu	soplar	blow (trans)		9	208								V.		ts a p u	Kokama	2 7 1 7	AXBZ	CAPY	1	1.C.C 1.A.V 1.P.C 1.Y.V	2.0 1.5 1.75 0.8	1	332	ts a p u	332	c c c c	11-deaffric/ts 1-gen_a/a 6-gen_p/p 5-gen_u/u
2696	1215	0	0	peju			peju	soprar	blow (trans)		2	121										p e j u	Tupinamba	1 7 6 7	AXBZ	PEJY	3	3.P.C 3.E.V 3.J.C 3.Y.V	2.0 1.5 1.75 0.8	0	333	p e j u	334	c c c c	6-gen_p/p 19-gen_e/e 32-15/- 5-gen_u/u
